Ta,G,V,Tc
26,0,0.72743,25
26,0,0.97635,25
26,0,1.3203,25
26,0,0.75203,24
26,0,0.65552,25
26,0,1.0617,25
25,0,1.1694,24
25,0,0.73733,24
25,0,1.6687,24
25,0,1.4774,24
25,0,1.3518,24
25,0,1.148,24
25,0,1.2842,24
25,0,1.9685,24
25,0,1.9632,24
24,0,1.7079,23
24,0,1.651,23
25,0,1.2748,23
25,0,1.2953,23
25,0,1.5928,24
25,0,1.2624,24
26,0,1.4384,24
25,0,1.5831,24
25,0,1.5173,23
25,0,1.6555,23
24,0,1.7533,23
24,0,1.8092,23
24,0,1.8396,23
24,0,1.4599,23
24,0,1.706,23
24,0,2.0969,23
24,0,2.1042,23
24,0,2.295,23
24,0,2.4716,23
24,0,1.9577,23
24,0,1.668,23
24,0,1.9874,23
24,0,2.5042,23
24,0,2.0822,23
24,0,1.9241,23
24,0,2.2157,23
24,0,2.4204,23
24,0,2.1271,23
24,0,2.3641,23
24,0,2.5882,23
24,0,2.3816,23
24,0,2.569,23
24,0,2.6964,23
24,0,2.6164,23
24,0,2.3245,23
24,0,2.2874,23
24,0,2.2408,23
24,0,1.9577,23
24,0,2.0897,23
24,0,1.8136,23
23,0,1.7273,23
23,0,1.8789,23
24,0,1.6803,23
24,0,1.82,23
23,0,1.8337,22
24,0,2.2243,23
23,0,2.2783,23
24,0,2.3034,23
24,0,2.1504,23
24,7,2.3116,23
24,35,2.466,23
24,72,2.4106,24
24,81,2.015,24
27,198,1.5969,26
29,246,1.7484,27
29,297,1.0615,28
29,363,1.6582,29
29,336,2.6696,30
29,247,1.6359,31
27,149,1.6493,29
27,178,2.2536,28
26,126,2.2945,27
26,263,1.8811,28
28,630,1.2627,35
29,656,1.4566,44
29,635,1.8867,47
29,689,2.0072,48
30,726,2.0062,50
29,733,2.1706,50
30,711,2.1377,52
30,620,2.2883,51
30,815,2.1863,52
31,728,2.0274,54
31,400,2.5133,49
31,781,2.3295,45
30,623,1.6186,44
31,717,2.4391,48
31,503,2.3828,50
31,316,2.0463,44
30,253,1.9455,40
30,641,1.8047,38
31,802,2.2331,50
31,263,2.1037,48
31,420,2.2694,43
31,538,2.6157,48
31,551,2.364,49
31,918,2.7083,53
30,253,2.8107,46
31,912,3.3097,47
31,834,3.7328,56
32,751,3.1063,59
31,394,2.5083,47
31,659,1.2016,51
31,249,1.1643,49
30,435,1.968,40
29,124,2.081,33
28,182,1.2417,30
28,202,1.9746,30
29,217,2.2997,31
26,187,1.8631,30
27,158,1.4049,30
27,99,1.6952,28
28,181,1.0736,28
28,104,1.0618,30
27,50,1.2958,27
26,64,1.5465,27
26,42,1.2067,26
25,46,1.5683,26
25,34,1.1003,25
25,29,1.9164,25
26,32,1.2352,25
26,24,2.4538,25
26,9,1.1461,25
26,4,1.3101,25
26,1,1.6073,25
26,5,2.001,25
25,3,2.587,25
26,0,2.7081,24
25,0,2.3131,24
25,0,3.0758,24
25,0,1.2227,24
25,0,1.5677,24
25,0,1.3239,24
25,0,1.429,24
25,0,1.2433,24
25,0,2.0459,24
26,0,1.7979,24
26,0,2.0493,24
25,0,1.3726,23
26,0,1.7954,24
26,0,1.6607,24
26,0,1.5677,24
26,0,2.6112,23
26,0,2.0841,23
25,0,2.0924,23
25,0,1.9592,23
26,0,1.6608,23
25,0,1.434,23
25,0,2.0035,23
25,0,1.8477,23
26,0,2.003,23
26,0,2.1663,23
25,0,2.5421,23
25,0,2.814,24
25,0,2.8851,24
24,0,3.0251,23
25,0,2.9288,23
24,0,2.4192,23
24,0,2.5974,23
25,0,2.5394,23
25,0,2.2881,23
24,0,2.1623,23
24,0,1.9691,23
24,0,2.0908,23
24,0,2.3298,23
24,0,2.633,23
25,0,2.5623,23
24,0,2.2791,23
24,0,2.6025,22
24,0,2.6852,22
24,0,2.4784,22
24,0,2.7813,22
24,0,2.5744,22
24,0,2.7358,23
24,0,2.5399,22
24,0,2.4188,22
24,0,2.3018,22
24,0,2.507,22
24,0,2.4835,22
24,0,2.198,22
24,0,2.2876,22
23,0,2.6128,22
23,0,2.6764,22
23,0,2.367,22
23,0,2.2626,22
23,0,2.2859,21
23,0,2.0102,21
23,0,2.338,21
23,0,2.2586,21
23,0,2.6842,21
23,0,2.4949,21
23,0,2.8371,21
23,0,2.7039,21
23,0,2.6184,21
23,0,2.1297,21
23,0,2.44,21
23,0,2.5752,21
23,0,2.9756,21
23,0,2.7418,21
23,0,2.2808,21
23,0,1.9592,22
23,0,1.8229,21
23,0,1.8237,21
23,5,2.2204,21
23,23,2.2095,22
24,60,1.7436,23
24,46,2.3306,23
26,140,2.4952,25
28,183,2.5778,27
28,229,2.4461,29
29,273,2.4031,30
30,318,2.7007,32
30,363,2.7362,34
30,404,2.8434,35
30,445,2.7418,36
29,487,3.6638,37
28,526,3.1571,38
28,563,3.0648,40
28,600,3.5335,40
28,637,3.346,41
28,672,3.2772,42
28,700,3.0468,43
28,729,3.2018,42
28,758,3.4029,43
29,784,3.0046,45
29,809,3.0392,44
29,833,3.1728,46
29,854,3.1445,47
29,873,2.8419,46
30,889,3.2321,49
30,906,2.6665,48
30,919,3.2032,50
30,936,2.6607,49
30,945,2.79,50
30,952,2.7713,51
31,955,3.1752,52
31,960,2.282,51
31,959,3.285,53
31,958,3.2051,51
31,952,3.2892,52
31,950,2.453,52
31,943,2.4157,52
31,943,2.0461,52
31,968,2.4854,53
31,662,2.2388,50
32,453,2.254,49
32,883,3.075,50
32,842,3.8034,53
32,749,4.1746,51
32,795,2.8229,53
32,789,2.2236,51
32,886,2.0268,51
31,362,2.3324,46
30,108,1.6738,36
30,173,2.0084,34
30,201,1.1828,34
30,548,3.0721,38
31,625,1.468,46
31,588,1.0462,49
31,318,1.8783,45
30,216,2.1077,41
30,148,2.1621,37
28,39,2.0733,29
28,35,1.6973,27
27,42,1.6923,26
27,32,1.6195,26
27,32,2.3963,25
27,29,1.8586,25
27,31,1.7328,25
27,13,1.5191,24
27,5,1.1048,24
27,0,1.6676,24
27,0,2.0196,24
27,0,1.8923,24
27,0,2.0154,24
27,0,2.273,24
27,0,1.7408,24
27,0,2.2248,24
27,0,1.9622,24
27,0,2.0358,24
27,0,1.9415,24
27,0,2.6702,24
27,0,2.5632,24
27,0,2.3815,25
27,0,2.4851,26
27,0,1.7911,26
27,0,1.6191,26
26,0,2.4253,26
26,0,1.2491,25
26,0,1.1124,25
26,0,1.5127,25
26,0,1.0906,24
26,0,1.0844,25
26,0,1.1183,25
26,0,0.89585,24
26,0,0.9947,24
26,0,0.93957,24
25,0,0.68655,24
25,0,0.37037,23
25,0,0.5139,23
25,0,0.83693,23
25,0,0.8394,23
25,0,0.84127,23
25,0,0.84127,23
24,0,0.8499,23
24,0,0.69235,22
24,0,1.241,22
24,0,1.3226,22
24,0,1.1172,22
25,0,1.0793,22
25,0,0.93468,23
25,0,0.60027,23
24,0,0.82102,22
24,0,0.60473,22
24,0,0.74685,22
24,0,0.65342,22
24,0,0.7938,22
24,0,0.65878,22
24,0,0.95303,22
24,0,0.75963,22
24,0,0.7322,22
23,0,0.76243,22
24,0,0.50468,22
24,0,0.69747,22
24,0,0.72205,22
24,0,0.9982,22
24,0,1.0243,22
23,0,0.61538,21
23,0,0.65192,21
23,0,0.9022,21
23,0,0.90657,21
23,0,0.9842,21
23,0,0.88043,21
23,0,1.1165,21
23,0,1.0722,21
23,0,1.0704,21
23,0,1.149,21
23,0,0.95527,21
23,0,0.85425,21
23,0,0.68118,21
23,0,0.55215,21
23,0,1.0145,21
23,0,1.1526,21
23,0,0.88738,21
23,0,0.8356,21
23,0,0.59208,21
23,0,0.61935,21
23,6,0.63985,21
23,24,0.4706,22
25,55,0.88762,23
26,90,1.037,24
29,133,1.0241,26
30,177,0.9114,27
31,220,0.98913,28
32,263,0.97308,30
31,307,1.1119,33
32,349,1.3747,36
33,390,1.8466,38
33,433,1.6187,40
29,475,1.5267,42
28,516,1.0478,44
29,548,0.9073,46
29,582,1.1157,48
30,623,1.316,48
30,658,0.96343,50
30,688,0.83213,51
30,714,0.95745,53
30,745,2.6189,55
31,777,2.6697,56
31,802,2.429,58
31,823,2.4334,58
31,867,3.8755,60
32,789,4.5346,58
32,750,4.2456,56
32,875,5.4262,56
32,936,5.5915,57
33,945,5.5036,60
33,942,5.1939,58
32,940,4.9307,56
32,844,4.9266,50
32,961,5.2293,53
32,975,5.8146,52
32,1020,4.6356,51
33,1095,4.546,53
33,1115,5.1823,54
33,1003,4.6763,51
31,737,3.7686,46
31,507,4.5324,40
30,353,4.1864,37
31,380,4.0777,45
32,941,4.1283,43
32,938,4.2858,51
32,931,4.1371,53
32,868,4.1261,52
33,926,4.0446,53
33,908,3.8548,53
32,877,3.5413,52
32,811,3.4087,52
32,725,3.3967,49
31,654,3.4524,47
31,598,3.9418,46
31,556,3.6517,45
31,514,3.6825,44
31,475,3.3496,43
31,435,3.6602,42
31,400,3.4541,41
30,369,3.3778,40
30,353,2.6444,39
30,319,2.2496,38
30,272,2.14,37
30,222,1.9731,36
30,169,2.4176,34
29,119,2.3742,33
29,49,2.4099,31
29,29,1.7868,29
29,17,1.5838,28
28,3,1.6034,28
28,0,1.7792,27
28,0,1.8194,27
28,0,1.3375,26
28,0,0.94345,26
27,0,0.6543,26
27,0,0.4545,26
27,0,1.0219,26
27,0,1.4445,26
27,0,1.185,25
27,0,0.89462,25
27,0,0.96232,25
26,0,1.0503,24
27,0,1.3498,24
26,0,1.5364,24
26,0,1.1509,24
26,0,1.0322,24
26,0,1.3439,24
26,0,0.97552,24
26,0,1.0679,24
25,0,1.126,24
25,0,0.5345,24
26,0,0.51457,24
25,0,0.6778,23
25,0,0.77882,23
26,0,0.20022,23
25,0,0.31485,23
25,0,0.5013,23
25,0,0.70857,23
25,0,1.0471,23
25,0,0.9749,23
25,0,0.80805,23
25,0,1.0328,23
25,0,0.8818,23
24,0,0.7619,23
24,0,0.45153,23
24,0,0.24948,22
24,0,0.48038,22
24,0,0.23815,22
24,0,0.7435,22
23,0,0.74938,22
23,0,0.67922,22
24,0,0.67967,22
24,0,0.62668,22
24,0,0.56635,22
24,0,0.84068,22
23,0,0.89855,22
23,0,0.58658,22
23,0,0.55673,22
23,0,0.3009,21
23,0,0.45335,21
23,0,0.43315,21
23,0,0.42172,21
23,0,0.41038,21
23,0,0.74917,21
23,0,0.47965,21
23,0,0.48578,21
23,0,0.56863,21
23,0,0.40183,21
23,0,0.49522,21
23,0,0.30953,21
23,0,0.22578,21
23,0,0.3267,21
23,0,0.31475,21
23,0,0.48105,21
22,0,0.66448,21
23,0,0.25642,21
22,0,0.45252,21
23,0,0.33748,21
23,0,0.34193,21
23,0,0.44552,21
23,0,0.27442,21
23,0,0.53138,21
23,0,0.42835,21
23,0,0.69168,21
22,5,0.61908,21
22,13,0.40787,21
25,68,0.40813,22
27,109,0.45593,23
27,145,0.56872,24
29,184,0.50345,26
32,225,0.48175,27
30,270,0.65933,28
32,314,0.92995,30
33,358,1.1607,31
31,402,0.93817,35
33,442,1.0659,39
28,479,0.88613,41
28,521,1.2718,44
29,562,0.84717,47
30,596,1.1822,49
30,632,1.0506,50
31,663,1.5307,51
30,696,1.6367,53
31,726,2.6874,54
30,755,1.8721,55
31,782,2.0943,56
31,807,1.8917,57
32,831,1.6092,59
32,850,2.8865,59
32,869,3.6976,57
32,888,4.5598,57
32,902,4.43,58
32,916,4.8685,58
32,929,4.3058,59
33,941,4.8338,60
33,945,4.8216,59
33,954,4.9247,56
32,957,5.2076,54
32,958,4.2886,53
33,958,4.7189,52
33,955,5.2116,53
33,955,4.8429,52
33,946,4.4477,53
32,938,4.3688,52
33,928,3.9982,52
33,917,3.6931,52
32,901,3.5702,51
32,884,3.6086,51
32,863,3.8649,50
33,841,3.2872,51
33,817,3.4912,51
33,790,3.1656,51
33,762,3.3323,51
32,731,3.6177,51
32,699,3.738,49
32,668,3.4209,49
32,633,3.8534,48
32,596,3.6414,48
32,554,3.6065,47
31,517,4.0934,45
31,483,3.5735,44
31,439,3.4118,42
31,394,2.9521,40
30,351,2.5669,39
30,305,2.4329,38
30,258,2.39,36
30,211,2.2051,35
30,175,2.119,34
29,86,2.4401,33
29,56,2.0944,30
29,35,1.9984,29
29,20,1.8448,28
28,10,1.7496,28
28,0,1.5335,27
28,0,1.7451,26
28,0,1.2487,26
28,0,1.3324,26
28,0,1.1834,26
28,0,1.5327,26
27,0,1.8938,26
27,0,1.8007,25
27,0,1.6983,25
27,0,1.4552,25
27,0,1.6254,25
27,0,1.3151,25
27,0,0.4709,25
27,0,0.7959,25
26,0,0.25115,25
27,0,0.64815,25
27,0,0.78997,25
26,0,0.3837,24
26,0,0.56365,24
25,0,0.73715,24
26,0,0.73978,24
26,0,0.33038,23
26,0,1.1106,23
26,0,1.2227,23
26,0,0.78108,23
26,0,0.82502,23
25,0,0.67263,23
24,0,0.91427,23
25,0,0.64235,23
24,0,1.1714,23
24,0,0.9275,23
24,0,1.2642,23
25,0,0.95,23
24,0,1.0537,22
24,0,1.173,22
25,0,0.9536,22
25,0,1.1811,23
25,0,1.0519,23
24,0,0.95313,22
24,0,1.0861,22
24,0,0.90782,22
24,0,1.3605,22
24,0,1.2739,22
24,0,1.5148,22
25,0,1.4362,22
25,0,1.5087,22
25,0,1.5211,22
24,0,1.4177,22
24,0,1.6469,22
24,0,1.7418,22
24,0,1.7018,22
24,0,1.3149,22
24,0,1.1145,22
24,0,1.1779,22
24,0,1.165,22
24,0,0.88018,22
24,0,1.1123,22
24,0,0.96297,22
24,0,1.1624,23
24,0,1.1634,22
24,0,1.2537,22
24,0,1.1432,22
24,0,1.1865,22
24,0,1.4021,23
24,0,1.2093,23
24,0,1.2002,23
24,0,1.416,23
24,0,1.6523,23
24,0,1.7891,22
24,0,1.8386,22
24,0,1.3292,22
24,0,0.9127,22
24,0,0.93077,22
24,0,0.97848,22
24,0,1.1939,23
24,5,1.0114,23
25,15,1.0105,23
26,40,1.0674,23
25,22,0.92785,23
26,79,0.95058,24
30,165,0.94768,26
30,210,0.93067,27
31,254,1.0724,29
32,296,1.1435,30
33,336,0.79443,34
33,384,0.88887,38
33,432,0.97685,41
31,479,0.90243,43
30,519,1.14,45
30,556,1.2938,47
30,595,1.3116,49
31,630,0.9967,51
31,666,2.2842,52
31,694,2.4111,53
31,727,2.0349,54
32,755,2.8983,56
32,783,2.5987,56
32,776,2.1417,58
32,833,2.5337,59
33,857,1.7375,57
33,875,2.2271,58
32,876,2.2155,57
32,897,2.2125,56
33,911,2.2973,58
33,921,1.9633,59
33,935,2.1781,59
33,945,2.5543,60
33,926,2.31,60
33,865,2.7553,60
33,973,2.5333,60
33,979,3.249,61
33,957,3.6751,63
33,947,3.7447,61
33,936,3.4338,60
33,934,3.6078,59
33,916,3.1242,59
33,906,4.0266,58
33,880,3.0491,56
33,871,3.1208,54
33,836,3.1499,54
32,821,3.2234,53
32,797,3.0861,52
32,772,2.9125,52
32,742,2.5567,50
32,721,2.8975,51
32,624,2.7563,50
32,651,2.7786,49
32,635,2.7975,49
32,596,3.0116,48
32,588,2.3654,48
32,563,3.2016,47
31,351,1.8772,44
31,489,1.2806,43
31,468,1.2985,43
31,408,1.9748,43
31,340,2.3368,41
30,275,1.9558,39
30,148,1.7685,36
30,68,1.2902,33
29,85,0.8888,32
30,83,0.61025,31
29,46,0.50173,30
29,23,1.573,30
29,16,1.7276,29
29,0,1.157,28
29,0,1.3518,28
29,0,2.0461,27
28,0,1.3178,27
28,0,1.4539,27
27,0,1.2069,27
27,0,1.0564,26
27,0,1.0738,26
27,0,1.2085,26
27,0,0.92927,26
27,0,1.5077,25
26,0,1.6124,25
26,0,1.4426,25
26,0,0.92037,25
26,0,0.9553,25
26,0,0.98298,25
26,0,1.2743,24
25,0,1.0373,24
25,0,1.3008,23
25,0,0.95003,24
25,0,1.0635,23
25,0,0.93287,23
25,0,1.0522,23
25,0,0.90047,23
24,0,0.92468,23
25,0,0.77425,23
24,0,1.3589,23
25,0,1.2553,23
26,0,1.0069,23
26,0,0.84918,23
25,0,1.3267,23
25,0,1.431,23
0,0,1.1796,0
25,0,1.2051,23
25,0,1.1621,22
25,0,1.376,22
26,0,1.2766,23
25,0,1.6733,22
26,0,1.2526,23
26,0,1.0016,23
25,0,0.76927,23
25,0,1.2995,23
25,0,1.1878,23
25,0,0.76875,22
24,0,0.79283,22
24,0,0.96892,22
24,0,0.77867,22
24,0,0.6996,21
24,0,1.6073,21
24,0,1.3463,22
24,0,0.9371,22
24,0,0.95688,22
24,0,1.0599,22
24,0,1.6453,22
24,0,1.437,22
24,0,1.2803,22
25,0,1.5954,22
25,0,0.8928,22
24,0,1.0824,22
24,0,1.1082,22
24,0,0.76683,22
24,0,1.1165,22
24,0,0.6439,21
24,0,1.252,21
24,0,0.85182,21
24,0,1.0192,22
24,0,1.2234,21
24,0,0.81882,21
24,0,1.1846,21
24,0,1.3746,21
24,5,1.0776,21
24,21,1.2993,21
26,49,1.0578,23
27,90,1.045,25
28,125,1.5863,26
28,160,1.0314,28
29,221,0.91342,30
30,271,1.3585,32
31,319,1.0083,34
33,378,0.79673,36
33,413,0.54493,39
33,444,1.0752,41
30,484,1.0759,43
29,526,1.5179,44
29,561,3.2016,46
29,605,3.1769,43
30,635,2.0111,42
30,668,3.2206,44
30,701,2.6725,44
30,732,2.5984,44
30,759,2.9135,47
30,784,2.8951,47
30,812,2.6247,47
30,834,2.8304,48
30,853,3.3189,49
30,872,2.2118,49
30,892,2.0138,50
31,754,2.2819,53
31,927,1.9913,54
31,937,1.7229,55
31,982,1.5566,57
32,832,2.3821,54
31,398,2.5092,48
31,348,2.2446,44
31,279,2.4138,38
32,781,2.9217,46
33,1202,3.53,55
32,582,2.9671,52
32,654,2.4212,45
31,511,2.7243,41
32,972,2.0734,49
32,1076,1.8378,56
33,438,2.0912,53
34,1016,2.0971,56
32,170,2.1406,48
31,130,1.7479,32
29,465,2.1251,33
31,783,2.4388,41
31,767,2.3768,40
32,758,3.3831,47
32,746,3.3971,51
31,277,2.5292,47
29,90,2.8832,34
29,97,2.8949,29
29,182,3.2165,29
28,76,2.6823,29
26,66,1.8861,27
27,129,1.6335,27
27,110,1.8083,28
27,50,1.1019,28
26,26,1.0622,26
26,33,1.0526,26
26,38,1.1066,26
27,45,0.93703,26
26,39,1.0114,26
26,16,1.2912,26
26,7,1.8218,25
26,4,1.2689,25
26,0,1.041,25
26,0,0.66093,25
26,0,0.71568,24
25,0,0.4835,24
26,0,0.34313,24
26,0,1.0598,24
26,0,1.4049,24
26,0,1.2745,24
26,0,1.4595,24
26,0,1.9215,24
26,0,2.5381,24
26,0,2.0772,24
26,0,1.2884,24
26,0,1.0305,24
26,0,0.94217,24
26,0,0.81422,24
26,0,1.4917,24
26,0,1.0851,24
27,0,1.2351,24
26,0,1.3158,24
26,0,1.2158,24
26,0,1.0002,24
26,0,0.72052,23
25,0,0.84965,23
25,0,1.2259,23
25,0,1.7837,23
25,0,2.0629,23
25,0,1.1104,23
26,0,1.4053,23
25,0,1.506,23
25,0,0.9121,23
25,0,1.1553,22
25,0,1.5666,22
26,0,1.5685,23
25,0,1.0314,23
25,0,1.9384,23
25,0,1.6145,23
26,0,0.92498,23
0,0,0.64223,0
25,0,0.6897,23
24,0,0.67037,22
24,0,0.79297,22
25,0,0.93533,22
24,0,0.60307,22
24,0,0.44315,22
24,0,0.29528,22
24,0,0.76437,22
24,0,1.4158,22
24,0,0.78083,22
24,0,1.4431,22
24,0,1.3466,22
24,0,1.5028,22
25,0,0.76888,22
25,0,0.87337,22
25,0,1.0864,22
24,0,1.1606,22
24,0,0.97998,22
25,0,0.54968,22
24,0,0.62017,21
24,0,0.5495,21
24,0,0.59048,21
24,0,0.96708,21
24,0,1.1179,21
24,0,1.0285,21
24,0,1.1779,21
24,0,1.1515,21
24,0,1.1595,21
0,0,1.4443,0
25,0,0.83373,22
25,0,0.8908,22
24,0,0.5677,22
23,0,1.0461,21
24,0,1.4278,21
24,0,1.0152,21
24,0,1.0577,21
23,0,1.3626,21
24,5,0.87962,22
25,22,1.2158,22
26,53,1.0351,23
27,91,0.75077,24
29,130,1.4416,25
29,177,1.7429,26
30,225,1.9838,27
30,281,1.7604,28
31,320,1.8602,29
31,365,1.6869,33
32,428,1.4326,36
33,457,1.5876,38
30,505,1.7896,40
29,533,1.1918,41
29,566,1.021,42
29,614,0.79857,45
30,695,0.93868,49
30,686,1.1288,52
30,697,0.9755,53
30,730,0.90932,54
31,758,1.1102,56
31,786,1.0985,57
31,811,1.7927,57
31,833,1.7223,58
32,858,1.2772,57
32,882,0.77448,58
32,919,1.9958,60
32,966,1.623,63
32,858,2.4276,62
31,734,2.6659,49
31,294,3.1359,50
32,784,2.4229,53
32,861,1.9867,52
32,1000,1.3173,56
33,980,1.2923,62
33,961,2.2429,64
32,977,2.4726,61
33,981,2.329,61
33,968,1.9531,60
32,940,2.5334,60
33,924,3.1163,60
32,914,3.2774,58
32,898,2.8729,57
32,882,2.8411,55
32,862,2.4295,56
32,835,2.1967,55
32,816,2.2247,55
32,785,3.0468,55
32,760,3.0019,54
31,726,2.4682,52
32,700,2.4084,51
32,680,2.3551,51
32,647,3.1158,51
31,605,2.3134,49
32,599,2.977,48
31,591,2.9583,49
31,549,2.5609,47
32,568,4.0751,46
32,593,7.5261,48
30,353,5.699,41
24,80,1.576,26
24,47,0.46088,25
24,15,1.1452,25
24,9,1.9228,25
24,7,2.0258,25
24,5,1.4737,25
25,4,0.59527,25
24,0,1.8232,24
25,0,1.0018,24
25,0,0.8704,24
25,0,1.3519,24
24,0,1.0085,24
24,0,1.0351,24
24,0,1.0403,24
24,0,1.403,24
24,0,2.4525,24
24,0,1.0822,24
25,0,0.4214,24
25,0,0.69137,24
25,0,0.68638,24
25,0,0.99152,24
24,0,1.0593,24
24,0,0.55385,24
24,0,0.8769,24
24,0,0.96915,24
24,0,1.1797,24
24,0,1.2855,24
24,0,1.496,23
24,0,1.0325,23
24,0,1.0095,23
24,0,1.155,23
24,0,1.0365,23
24,0,0.92377,23
24,0,1.1598,23
24,0,0.84228,22
24,0,0.73208,22
24,0,1.0437,22
24,0,1.0149,22
24,0,1.2651,22
24,0,1.4967,22
24,0,1.0459,22
24,0,0.8414,22
24,0,0.69535,22
24,0,1.0858,22
23,0,0.85767,21
23,0,0.43993,21
0,0,0.39757,0
23,0,1.1134,21
24,0,0.5836,21
23,0,0.69213,21
23,0,0.45468,21
23,0,0.73127,21
23,0,1.0268,21
24,0,0.62048,21
24,0,1.264,21
24,0,1.1848,21
23,0,1.27,21
23,0,1.0294,21
23,0,1.1663,21
23,0,1.7612,21
24,0,1.5043,22
24,0,1.5061,22
23,0,1.9285,21
23,0,1.2626,21
23,0,0.98025,21
24,0,1.018,21
24,0,1.2444,21
24,0,1.1318,21
24,0,0.79998,21
23,0,0.66773,21
23,0,0.9426,21
23,0,0.98215,21
23,0,0.8864,21
23,0,1.2013,21
23,0,0.94585,21
23,0,0.6523,21
23,0,0.69492,21
23,0,0.8767,21
23,0,1.6392,21
23,0,1.1163,21
24,0,1.0141,22
24,0,0.98603,21
23,0,1.0586,21
23,0,1.2209,21
23,4,1.0665,21
23,20,0.99713,21
25,51,1.3259,22
26,89,1.0884,23
28,129,1.2661,24
29,173,0.97483,25
29,221,1.2299,26
30,265,1.6781,28
30,310,1.2965,27
30,352,1.39,29
30,397,1.1874,30
31,439,1.3015,32
29,481,1.2634,34
28,521,1.112,37
28,558,1.5546,42
29,597,1.5813,44
29,629,1.7022,45
29,663,1.6453,46
29,694,1.844,47
29,723,1.6159,48
30,752,1.4792,49
30,783,1.4491,51
30,808,1.1601,55
31,831,1.1329,58
31,849,1.414,59
31,871,0.99212,60
31,893,0.8185,60
32,913,0.69078,62
31,925,0.93575,64
32,963,1.2528,64
33,1015,0.9507,64
32,1009,0.64603,63
32,1053,0.76157,67
32,902,0.60197,66
32,233,1.0451,55
32,157,2.2513,44
32,1039,3.4532,47
32,975,3.0298,57
33,1080,3.0177,58
32,889,2.9455,59
32,942,2.9512,58
32,922,3.1643,57
33,997,3.1635,59
32,327,3.9859,50
31,648,4.2982,47
32,901,3.7405,50
31,611,3.6224,44
31,302,2.9757,47
31,634,1.8651,41
30,233,1.3338,39
29,226,1.102,36
30,259,3.8981,37
29,152,3.3488,34
26,123,2.1936,27
25,81,1.6825,26
25,74,0.8271,26
25,67,1.079,26
26,78,1.8311,27
26,72,1.2776,27
26,95,1.3092,26
26,88,0.94433,27
26,70,1.2123,27
26,59,1.1398,26
26,46,0.73012,26
26,35,0.84708,26
25,24,0.95193,26
25,19,2.0159,25
26,12,1.4232,25
26,2,1.5508,25
26,0,0.70568,25
25,0,0.63507,25
25,0,1.086,24
25,0,1.1718,24
25,0,1.0105,24
24,0,1.1212,24
24,0,1.1987,23
24,0,0.77577,23
24,0,1.2755,24
24,0,1.2185,24
24,0,1.1461,23
24,0,1.12,23
24,0,1.5069,23
24,0,1.1871,23
24,0,1.6838,23
24,0,1.5225,23
24,0,1.4521,23
25,0,1.471,23
24,0,1.6216,23
24,0,0.8725,23
25,0,1.3806,23
25,0,1.2416,23
24,0,0.87808,23
24,0,1.3404,22
24,0,1.7375,22
25,0,1.6949,23
25,0,1.4011,22
25,0,1.8086,22
25,0,1.4451,22
25,0,1.5349,23
25,0,1.4413,22
25,0,0.8238,22
24,0,1.2207,22
25,0,0.91223,22
25,0,0.8686,22
24,0,0.80153,22
24,0,0.91238,21
0,0,0.92987,0
23,0,1.121,21
24,0,0.76008,21
23,0,0.59867,21
24,0,0.94587,21
23,0,1.1247,21
23,0,1.1225,21
23,0,1.2905,21
23,0,1.2932,21
23,0,1.3179,21
23,0,1.385,21
23,0,1.3005,21
23,0,1.254,21
23,0,1.2579,21
23,0,1.2534,21
24,0,1.2147,21
24,0,0.79267,21
23,0,1.2407,21
23,0,1.0882,21
23,0,1.2878,21
23,0,1.49,21
24,0,1.7479,22
24,0,1.7126,22
24,0,1.1364,22
23,0,1.4681,21
23,0,1.8435,21
24,0,1.8243,21
24,0,1.3743,22
24,0,1.6366,22
23,0,1.6249,21
23,0,1.5799,21
23,0,1.2734,21
23,0,1.7622,21
23,0,1.3502,22
23,0,1.6773,22
23,0,1.599,22
23,0,1.5243,22
23,0,1.6483,21
23,4,1.7518,21
23,21,1.7259,21
24,52,1.4934,22
26,89,1.4186,23
27,132,1.2381,24
29,177,1.1549,25
29,223,1.3312,26
30,267,1.3003,27
30,313,1.2197,29
32,358,1.2883,31
32,401,1.1254,32
33,443,1.2524,33
30,485,1.4601,35
28,524,1.7034,39
28,562,1.6326,43
28,598,1.2717,44
29,633,1.557,46
29,668,1.4561,48
29,700,1.2768,49
29,729,1.4545,50
30,757,1.8149,52
30,783,2.2075,50
30,808,2.3033,51
30,832,2.0744,50
30,851,1.8188,51
31,870,1.964,52
31,891,1.984,53
31,910,1.4215,55
31,934,1.2046,56
31,813,1.165,57
31,959,1.3662,51
32,1009,1.2186,60
32,922,2.0639,65
31,982,2.3369,58
32,983,2.8578,59
32,966,2.4843,59
32,958,2.2704,58
31,951,2.3187,59
32,942,2.6713,59
32,931,2.3705,59
32,922,2.6842,59
32,911,2.9581,58
32,893,2.5252,56
32,873,2.5926,56
32,853,2.8796,56
31,832,2.604,55
31,808,2.7399,54
31,784,2.1866,53
31,757,2.4317,53
31,728,2.8304,53
31,697,2.8724,51
31,666,2.7141,50
31,627,3.2308,48
31,590,3.0256,47
31,553,3.4108,46
30,512,2.9101,44
30,472,2.0835,43
30,433,2.5685,42
30,386,2.5338,42
30,345,2.7618,41
30,305,2.9182,39
30,258,2.7878,37
29,213,2.6997,36
29,166,1.7731,34
29,148,2.1052,33
29,94,2.2834,33
29,33,1.3507,30
