Ta,G,V,Tc
23,0,3.2529,22
23,0,3.4573,22
23,0,3.1602,22
23,0,2.6777,22
23,0,3.2618,21
23,0,3.0204,21
0,0,3.7082,0
23,0,3.173,22
23,0,3.4966,22
23,0,3.0454,22
23,0,4.1413,22
23,0,3.8357,22
23,0,3.9895,22
23,0,3.7086,22
23,0,2.8146,22
23,0,3.7226,22
23,0,2.9884,22
23,0,3.656,22
23,0,3.4373,22
23,4,3.4545,22
24,19,4.287,22
24,54,4.1374,23
24,96,4.261,24
25,140,4.7952,25
25,185,4.6692,26
26,229,4.1107,27
26,278,3.9985,28
26,321,3.1428,29
26,277,4.3715,29
27,410,3.5078,31
27,446,3.0176,32
27,490,3.5957,34
27,528,4.4628,35
27,564,4.9843,36
27,598,4.7494,35
27,636,5.3087,36
27,662,4.9378,37
27,700,4.8359,37
27,731,5.3501,38
27,759,5.6998,39
27,786,4.6,38
28,812,4.5949,39
28,833,4.931,42
28,855,5.1932,42
28,875,5.6812,41
28,892,5.112,41
28,910,5.4053,41
29,927,4.7631,43
29,936,5.0133,43
29,836,5.779,44
29,972,4.9482,42
29,1014,5.0832,43
29,951,4.6861,44
29,992,4.7266,47
29,946,4.8589,45
29,933,4.0728,43
29,545,3.6144,43
29,924,4.4348,44
30,902,3.4207,47
30,945,4.5451,47
30,427,4.2344,45
30,936,4.3558,44
31,843,4.085,48
31,992,3.6877,49
31,976,3.9441,48
30,785,3.7139,45
29,494,2.7481,37
29,212,3.4654,35
30,506,3.3606,42
29,213,3.8356,36
29,335,4.3826,37
29,571,4.2928,36
29,294,3.8568,38
29,598,3.3601,36
29,514,3.4813,38
29,493,3.6157,38
29,432,3.6216,37
28,410,3.6143,36
28,363,3.24,35
28,300,2.3645,33
28,259,2.7071,33
28,226,2.8341,33
27,75,3.2111,30
27,69,2.69,28
27,38,4.3629,26
26,13,3.5114,26
26,2,3.2167,25
26,0,3.363,25
26,0,2.974,25
26,0,3.1005,25
26,0,2.6398,25
26,0,2.5198,25
26,0,3.1857,25
25,0,3.3946,25
25,0,2.3969,25
25,0,2.2458,24
25,0,2.3888,24
25,0,2.7781,24
25,0,3.6941,23
24,0,3.5868,23
24,0,3.2423,23
24,0,3.5806,23
24,0,4.2457,23
24,0,3.5114,23
24,0,3.7098,23
24,0,3.0865,23
24,0,1.5482,23
24,0,1.8123,23
24,0,2.2718,23
24,0,2.0412,22
24,0,1.9829,22
24,0,2.1531,22
24,0,1.343,22
24,0,1.7714,22
24,0,1.5295,22
24,0,1.6704,23
24,0,1.8266,22
24,0,1.7295,22
24,0,1.3337,22
24,0,1.4402,21
24,0,1.4795,21
24,0,1.4399,21
0,0,1.2922,0
24,0,1.1621,21
24,0,0.6362,21
24,0,1.1005,21
24,0,1.0356,21
24,0,0.77242,21
24,0,1.0045,21
23,0,0.95733,21
24,0,0.94778,21
23,0,1.4861,21
23,0,1.7263,20
23,0,1.975,21
23,0,1.887,21
23,0,1.7702,21
23,0,1.7681,21
23,0,2.2267,21
23,0,2.1048,21
23,0,2.045,21
23,0,2.1374,21
23,0,1.3297,21
23,0,1.5032,21
23,0,2.1919,21
23,0,1.8379,21
23,0,2.3736,21
23,0,2.1964,21
23,0,1.8534,21
23,0,1.2464,21
23,0,1.1682,21
23,0,1.3083,21
0,0,0.86412,0
23,0,1.5375,21
23,0,1.0683,21
23,0,1.194,21
23,0,1.2841,20
23,0,1.2195,20
23,0,1.764,20
23,0,1.6848,20
23,0,1.3639,21
23,0,1.4851,21
23,0,1.3185,20
23,0,1.1622,20
23,5,1.1329,21
23,23,1.4509,21
24,59,0.99715,22
25,100,0.82385,23
27,144,1.0203,26
28,191,0.97047,28
28,236,1.0473,30
29,282,1.207,31
29,318,1.008,34
29,292,1.4881,35
30,408,1.3838,36
30,464,1.2654,38
29,379,1.4824,39
28,423,1.2281,40
28,523,1.4028,43
29,592,1.6381,46
29,529,1.6568,47
29,667,1.0605,45
30,749,1.0204,50
31,761,3.6126,53
31,782,5.6482,53
31,802,5.9858,47
31,833,6.1808,45
31,868,5.2855,46
32,863,4.4124,48
32,914,4.3783,50
32,936,5.1018,50
32,909,4.4922,51
33,945,4.0732,51
33,958,5.8248,52
33,947,5.2422,52
33,955,5.2853,50
33,958,4.9132,52
33,966,4.239,51
33,968,5.3363,53
34,988,4.1891,54
34,961,6.2126,54
33,958,6.0977,54
34,957,5.8952,51
34,934,6.3883,51
33,918,7.6081,49
32,904,7.7531,46
31,889,6.8145,44
31,865,6.3068,44
31,844,7.5921,45
31,820,6.7701,44
31,797,7.4127,43
31,772,7.2693,43
30,744,7.0825,42
30,715,7.1462,41
30,683,6.5534,41
30,650,7.436,41
30,617,6.834,39
30,580,6.5892,39
30,541,5.9872,38
30,500,6.411,37
29,458,5.8904,37
29,414,5.9131,36
29,369,6.2713,35
29,324,5.3825,34
29,279,4.909,33
29,233,4.3158,32
29,184,4.4863,31
28,138,4.2198,31
29,92,4.7682,29
28,53,4.558,27
27,17,4.25,26
27,3,4.2217,26
27,0,4.308,25
27,0,3.9224,25
26,0,3.3562,24
26,0,3.1089,24
26,0,2.5172,24
26,0,1.4557,24
26,0,0.58568,23
25,0,0.85883,22
25,0,0.75745,22
25,0,1.0189,21
24,0,1.4785,21
24,0,1.54,21
24,0,0.96967,21
24,0,0.72383,21
23,0,0.90087,20
23,0,1.0249,20
23,0,1.9165,20
23,0,1.2573,20
23,0,1.342,20
23,0,1.4488,20
23,0,1.3366,20
23,0,1.1859,20
23,0,1.0262,20
23,0,0.84212,20
23,0,0.85643,19
23,0,0.86003,19
23,0,0.62802,19
23,0,0.6667,19
23,0,0.85617,19
23,0,0.56428,19
22,0,1.1351,19
22,0,0.8019,19
22,0,0.6246,19
22,0,0.92733,19
22,0,1.0169,18
0,0,1.1643,0
22,0,1.5399,19
21,0,1.2801,18
21,0,0.84198,18
22,0,0.94262,19
22,0,0.96577,19
22,0,1.2494,19
22,0,0.90048,19
22,0,0.93347,19
21,0,0.65297,19
21,0,0.99832,19
21,0,1.2151,18
21,0,1.0063,18
21,0,0.77933,18
21,0,1.0469,18
21,0,0.91258,18
21,0,0.97072,18
21,0,0.87007,18
21,0,0.72232,18
20,0,0.5256,18
20,0,0.72323,18
20,0,0.79837,18
20,0,0.91235,18
21,0,1.5649,18
20,0,1.1384,18
21,0,0.79813,18
20,0,1.2377,18
20,0,0.60715,18
20,0,0.65403,18
20,0,0.88228,18
20,0,0.92537,18
21,0,0.8202,18
21,0,1.1018,18
20,0,0.84937,18
20,0,0.48527,18
20,0,0.89243,18
20,0,0.5755,18
20,0,0.57313,17
20,0,0.62953,18
20,0,0.9001,18
20,0,1.2947,18
20,6,1.216,18
20,27,0.79215,19
22,64,0.8333,20
22,105,0.61582,21
23,148,0.48228,23
23,110,0.68225,23
23,202,0.80813,24
24,256,0.57898,26
26,320,0.76802,29
26,365,1.0939,33
26,404,0.93285,36
26,448,0.41798,38
26,491,0.70622,40
27,527,0.948,43
26,561,0.98398,44
27,561,1.5612,46
29,664,3.8894,48
30,691,4.1799,47
30,716,4.2947,46
30,750,4.2375,45
30,772,4.4434,46
31,797,3.9179,47
31,820,3.758,48
30,841,4.3556,49
31,862,4.6099,50
31,883,5.6591,50
31,899,4.7699,48
31,913,5.0326,48
31,924,5.3639,49
31,936,4.9355,50
31,944,4.7193,49
31,948,3.8761,51
31,954,3.9435,51
31,956,4.0316,53
31,957,3.672,53
31,957,3.8078,54
31,955,3.6215,54
31,952,3.6932,54
32,939,3.8876,55
31,925,3.5477,54
32,915,3.458,53
32,897,2.9078,54
32,878,4.1207,54
32,860,4.2891,54
32,836,3.8701,51
31,819,4.2851,50
31,795,4.2412,49
31,772,4.2148,49
31,745,4.5116,48
31,714,4.081,47
31,678,4.4197,46
31,646,4.6,45
31,611,4.335,44
31,573,4.6692,43
31,534,4.327,41
30,497,4.2641,41
31,454,4.663,40
30,412,4.3104,39
30,368,3.6388,37
30,323,3.568,37
30,276,3.1644,36
30,227,2.8573,35
29,179,2.1817,34
29,133,2.3553,32
29,90,3.0093,31
29,51,2.3679,28
28,14,2.3885,27
27,3,1.9372,26
27,0,1.32,25
27,0,1.193,24
26,0,1.0132,24
26,0,0.70117,23
26,0,0.46887,23
26,0,0.84747,23
26,0,0.84683,23
26,0,1.2529,23
26,0,0.90145,23
26,0,0.76385,23
25,0,0.87008,22
25,0,0.49167,22
25,0,0.8534,22
24,0,0.70175,21
24,0,0.7743,21
24,0,0.7255,21
24,0,0.93602,21
24,0,0.88477,21
24,0,0.79523,20
23,0,0.3269,20
24,0,0.3207,20
24,0,0.21863,20
24,0,0.54507,20
24,0,0.42632,20
23,0,0.39978,20
23,0,0.22928,20
23,0,0.3926,20
23,0,1.0733,20
23,0,1.0533,20
23,0,0.93853,20
23,0,0.85872,20
22,0,0.48662,20
22,0,0.5674,19
22,0,0.80915,19
22,0,0.68768,19
0,0,0.43768,0
22,0,1.0334,19
22,0,0.81325,19
22,0,0.48338,19
22,0,0.19678,19
22,0,0.54775,19
22,0,0.32968,19
21,0,0.2139,19
21,0,0.42847,18
21,0,0.31657,18
21,0,0.48995,19
21,0,0.44928,19
21,0,0.45808,19
21,0,0.42022,19
21,0,0.65023,19
21,0,0.7999,18
21,0,0.74727,19
21,0,0.89113,18
21,0,0.54613,18
21,0,0.5689,18
21,0,0.75838,18
21,0,0.6327,18
21,0,0.61745,18
21,0,0.68375,18
21,0,0.63605,18
20,0,0.58888,18
21,0,0.73073,18
20,0,0.83897,18
20,0,0.99742,18
20,0,0.91572,18
20,0,1.0111,18
20,0,1.0781,18
20,0,1.0416,18
20,0,0.98258,17
20,0,1.0705,17
20,0,0.90618,17
20,0,0.98393,17
20,0,1.058,17
20,0,1.0451,17
20,0,0.937,17
20,0,1.0619,17
20,6,1.1193,17
20,29,1.2318,17
21,56,1.1039,18
22,97,0.85545,20
23,126,0.59202,21
25,184,0.82575,23
26,234,0.91193,25
27,282,1.0945,27
27,315,0.77377,28
27,371,0.47407,29
27,410,0.42658,33
29,452,1.6061,38
29,490,2.2552,41
28,538,2.4785,42
28,579,2.5865,43
28,533,3.4059,43
29,628,3.1727,42
29,584,2.3244,42
29,510,2.6762,41
29,748,2.6534,46
30,740,2.2186,48
30,773,2.4643,50
30,782,2.7047,53
31,849,2.5549,54
30,877,2.9345,54
31,862,2.4476,53
30,865,2.7697,53
31,931,2.2371,56
31,928,2.8037,56
31,934,3.2432,58
31,942,3.2842,56
31,944,3.8847,56
32,946,3.4916,54
31,949,3.7475,54
31,952,4.1466,54
31,950,4.3677,54
31,958,4.206,53
31,947,3.8812,53
31,941,3.6664,53
31,958,3.724,53
31,864,3.3729,54
31,1018,3.3777,54
31,422,2.6835,51
30,469,2.6244,44
30,415,3.0491,40
30,644,3.0867,43
30,394,2.8881,42
31,895,2.7841,44
31,499,2.1431,50
31,769,2.6351,49
32,734,2.4196,51
31,706,2.814,51
31,666,2.7281,50
31,607,2.7102,49
31,537,2.7869,46
31,512,2.5129,44
31,463,2.2534,43
30,417,2.4932,42
30,358,1.9796,40
30,320,2.1309,39
30,274,2.1935,38
29,225,2.2872,36
29,177,1.9217,34
28,117,2.2333,32
28,101,2.1038,31
28,60,1.85,28
27,16,0.9366,26
27,3,0.66928,25
27,0,0.60537,24
26,0,0.83187,23
26,0,0.80338,23
26,0,0.6537,23
26,0,0.64963,23
26,0,0.57277,23
26,0,1.0632,23
25,0,0.82553,23
25,0,1.129,23
25,0,1.3032,22
25,0,0.9046,22
25,0,1.167,22
25,0,0.89503,22
24,0,1.0058,22
24,0,1.2959,22
24,0,1.3212,21
24,0,1.3193,21
24,0,1.3294,21
24,0,0.68995,21
23,0,0.5586,21
23,0,1.1003,20
23,0,0.77593,20
23,0,0.34188,20
23,0,0.62932,20
23,0,0.46465,20
23,0,0.58388,20
23,0,0.99363,20
23,0,0.6707,20
23,0,0.3507,20
23,0,0.86465,20
23,0,1.0598,20
23,0,1.0515,20
23,0,1.2995,20
22,0,0.90253,20
22,0,0.70923,19
0,0,0.48435,0
22,0,0.59762,19
22,0,0.88293,19
22,0,0.67925,19
22,0,0.43128,19
21,0,0.27753,19
21,0,0.33632,19
21,0,0.33117,19
21,0,0.3359,19
22,0,0.3681,19
22,0,0.60552,19
22,0,0.41755,19
21,0,0.28218,19
21,0,0.44855,19
21,0,0.77733,19
21,0,0.43512,19
21,0,0.97268,19
21,0,1.1826,19
21,0,1.6874,19
21,0,1.7588,19
21,0,1.0179,19
21,0,1.4704,19
21,0,2.1093,19
21,0,1.5752,19
21,0,1.4225,19
21,0,0.9719,19
21,0,0.8519,19
21,0,0.87485,18
20,0,0.67068,18
20,0,1.1485,18
21,0,0.86858,18
20,0,0.90952,18
20,0,0.53328,18
20,0,0.62597,18
20,0,0.48095,18
20,0,0.43692,18
20,0,0.62983,18
20,0,0.66993,18
20,0,1.1734,18
20,0,0.84093,18
21,0,0.38303,19
20,6,0.26575,19
21,26,0.75512,18
21,61,0.69657,19
21,98,0.73323,20
22,137,0.95543,21
23,183,0.7232,23
24,227,0.54803,24
24,273,0.55945,25
27,318,0.65975,27
28,362,0.41042,29
29,405,0.93432,34
27,449,1.247,38
27,488,0.90742,40
26,513,0.53192,42
26,490,1.2384,43
27,333,2.2198,37
28,757,2.1405,43
30,705,2.5684,48
29,546,2.204,46
29,288,2.2163,41
29,806,2.4785,45
29,817,2.6871,50
29,821,2.726,51
30,838,2.3656,52
30,866,2.1263,53
30,881,1.6745,54
30,903,2.5329,56
30,914,2.3616,56
31,924,2.7464,57
31,935,2.568,56
31,941,2.4168,57
31,948,2.3456,57
31,953,2.2889,57
31,959,2.4465,58
31,966,2.1836,58
31,975,1.9925,59
31,978,2.4261,60
32,983,1.8987,61
32,961,2.7105,60
32,946,2.5094,60
32,934,2.7001,58
32,1003,2.8848,58
31,361,2.7424,48
31,555,2.47,46
30,804,3.4369,46
31,836,3.4362,51
31,819,3.3308,51
31,793,3.2088,51
30,683,3.5704,48
30,713,3.7395,48
30,677,3.8628,47
30,658,2.9844,46
30,630,2.9969,45
30,638,2.9966,46
30,375,2.8149,44
30,565,2.4809,44
30,492,2.1616,43
30,453,1.8164,43
29,370,2.0266,41
29,325,2.2255,40
29,277,1.8096,38
29,231,1.8296,36
28,188,1.4794,34
28,123,1.2041,33
28,96,1.2572,30
27,56,1.0625,27
27,19,1.0633,26
26,4,1.4817,24
26,0,1.7621,24
26,0,1.7782,23
26,0,1.6037,23
26,0,1.3926,23
26,0,1.366,23
26,0,1.5199,23
25,0,1.4284,23
25,0,0.9064,22
25,0,1.0476,22
25,0,1.0052,22
25,0,0.72777,22
24,0,0.6327,21
24,0,0.61298,21
24,0,0.464,21
24,0,0.9108,21
24,0,1.353,21
24,0,1.0997,21
24,0,1.235,21
23,0,0.87627,21
23,0,1.2214,21
24,0,1.3649,21
24,0,0.96053,21
23,0,0.5392,21
23,0,0.2788,21
23,0,0.51182,20
23,0,0.47825,20
23,0,0.69497,20
22,0,0.54233,20
22,0,1.3457,20
22,0,0.71598,20
22,0,0.5282,20
22,0,0.90613,20
22,0,0.74558,20
22,0,0.30913,20
23,0,0.41803,20
0,0,0.99382,0
23,0,1.3592,20
22,0,0.55148,20
22,0,0.83472,20
22,0,1.0217,20
21,0,0.75223,20
21,0,0.61092,19
21,0,0.31937,19
22,0,0.49992,19
21,0,0.8659,19
21,0,0.49425,19
21,0,0.43977,19
21,0,0.56822,19
21,0,0.70242,19
21,0,0.64473,20
21,0,0.31702,20
22,0,0.55128,20
22,0,0.5907,21
22,0,0.60058,20
22,0,0.5395,21
22,0,0.45653,21
22,0,0.44313,21
23,0,0.27633,21
23,0,0.43832,21
23,0,0.48922,21
23,0,0.98595,21
23,0,0.79587,21
23,0,1.0387,21
22,0,0.83785,21
22,0,0.45902,21
22,0,0.61772,21
22,0,1.1609,21
23,0,0.75668,21
23,0,0.49855,21
23,0,0.49748,22
23,0,0.33863,22
23,0,0.52007,22
23,0,0.51187,22
23,0,0.35183,22
22,0,0.4898,21
23,0,0.59287,21
23,3,0.19383,21
23,14,0.41713,22
23,29,0.57538,23
24,42,0.24388,23
24,52,0.65592,23
25,106,0.49288,25
25,89,0.62922,26
25,135,0.85118,27
26,110,0.91683,28
26,143,0.94142,29
0,0,1.1781,0
29,480,1.4021,37
29,478,2.1078,40
29,540,2.0429,43
29,563,3.26,43
29,602,3.1708,44
29,632,3.6576,44
29,667,3.6576,44
29,652,4.0932,44
30,735,4.2777,45
29,774,4.5295,46
30,795,5.0773,46
30,816,4.9535,46
30,847,4.5339,47
30,856,5.0211,47
30,875,5.3163,47
30,900,4.6771,48
30,891,4.5213,48
31,916,4.8241,50
30,927,4.3589,49
30,956,4.9782,50
31,901,4.4274,51
30,679,4.6594,43
31,1008,3.8897,49
31,971,4.6935,52
30,971,4.3146,51
31,960,4.9437,51
31,959,4.574,51
31,933,4.3003,50
31,932,3.8283,51
30,922,4.2434,51
31,903,4.0643,53
31,806,4.0711,50
30,364,3.7706,40
30,472,3.807,39
30,430,4.005,39
29,272,3.7646,36
29,324,3.6522,35
29,263,3.1906,36
30,341,3.5466,38
29,557,2.8672,39
30,712,3.7805,46
30,630,4.098,45
30,592,4.3873,44
30,568,4.8149,43
29,571,3.4101,40
30,340,3.8625,40
29,163,4.3831,35
29,201,4.2748,34
28,258,3.5034,32
29,295,3.4586,34
29,244,2.8574,34
28,180,2.7089,33
28,139,2.7168,31
28,86,3.2122,29
27,32,2.4497,27
27,10,2.4746,26
27,1,2.4956,26
27,0,3.9929,26
27,0,3.3316,25
27,0,3.2165,25
26,0,3.7525,25
26,0,3.9091,24
26,0,4.1751,25
26,0,3.9799,25
26,0,3.5572,25
26,0,3.4155,25
26,0,4.3723,24
26,0,4.5387,24
26,0,4.6869,25
26,0,4.2238,25
27,0,4.7865,25
26,0,4.5953,25
26,0,4.7358,25
26,0,4.7052,25
26,0,4.5926,25
27,0,3.8523,26
26,0,4.9044,25
26,0,3.9974,25
26,0,4.4168,25
26,0,4.3103,26
26,0,4.9397,26
26,0,4.3283,25
26,0,4.2233,25
26,0,4.0017,25
26,0,3.7384,24
26,0,4.6452,24
26,0,4.1235,24
26,0,3.172,25
26,0,3.8538,24
26,0,3.5443,25
26,0,3.1663,25
26,0,3.815,25
0,0,4.5378,0
26,0,4.3794,26
26,0,5.5427,26
26,0,4.9865,26
26,0,3.8588,26
26,0,4.9086,26
26,0,4.5733,26
26,0,4.1132,26
26,0,3.8658,26
26,0,3.171,25
26,0,3.3736,25
26,0,3.0932,25
26,0,3.6375,25
26,0,3.8183,25
26,0,3.781,25
26,0,4.0287,25
26,0,3.4597,25
26,0,3.3109,25
25,0,2.2496,25
25,0,1.4903,25
26,0,2.2424,25
26,0,2.3727,25
26,0,3.6708,25
26,0,3.856,25
26,0,3.9803,25
26,0,4.1814,25
26,0,4.2298,25
26,0,3.9552,25
26,0,3.6156,26
26,0,3.961,26
26,0,4.4109,26
26,0,4.3628,26
26,0,4.5011,26
26,0,5.2275,26
26,0,4.7978,26
26,0,4.1906,26
26,0,4.6903,26
26,0,3.8611,26
26,0,4.6983,26
26,0,5.3849,26
26,0,4.7366,26
26,0,4.2917,26
26,3,4.6152,26
26,11,4.3203,26
26,17,4.3893,27
27,30,4.8768,27
27,79,5.0558,27
27,34,5.3253,27
27,41,5.5752,27
27,45,5.3048,27
27,78,5.8094,28
27,51,4.7794,29
27,72,5.3169,28
27,72,5.5161,28
27,78,4.7725,28
27,89,4.9559,28
27,80,5.5771,29
27,102,5.3263,29
28,227,4.5353,30
28,142,4.2933,31
28,128,3.9894,30
28,116,4.8613,30
28,171,5.5058,30
28,137,5.0646,30
28,256,5.188,31
28,269,5.9154,33
29,311,5.4137,34
29,272,5.4667,33
29,280,5.5642,34
28,191,5.107,33
28,250,4.6839,32
29,373,5.3274,36
29,297,5.0898,34
29,309,5.0721,35
30,375,5.0599,37
29,289,5.6303,35
29,362,4.8622,36
29,399,5.3059,36
29,323,4.5619,36
28,182,4.9854,33
29,284,4.5463,33
29,304,4.4072,35
29,223,4.5843,34
29,166,4.2762,33
28,136,5.0136,31
28,145,4.2682,31
29,243,4.3981,32
28,160,4.0065,32
29,240,5.7101,33
28,204,4.6457,32
28,119,4.5179,31
28,169,4.4232,31
28,116,3.6556,31
28,105,3.7658,30
28,76,3.3822,30
28,70,4.348,29
27,56,4.0592,29
27,76,4.2858,29
28,89,4.0834,29
28,73,4.0364,29
28,65,3.7809,29
27,24,3.8032,28
27,26,4.135,28
27,16,3.6018,27
27,15,3.9832,27
27,7,3.0166,27
27,5,2.3841,27
27,0,3.5457,26
27,0,3.5924,26
27,0,3.4325,25
27,0,3.8089,25
27,0,3.9367,25
27,0,3.6266,25
27,0,3.7812,26
27,0,3.5439,26
27,0,3.2154,26
27,0,3.3833,26
27,0,3.0707,26
27,0,3.0604,26
27,0,3.3984,26
27,0,3.6781,26
27,0,2.8777,26
27,0,2.7387,26
27,0,2.6599,26
27,0,2.6875,26
27,0,1.5843,26
27,0,1.8767,26
26,0,1.5619,26
26,0,1.0516,26
24,0,1.211,24
24,0,1.2588,24
23,0,1.0366,23
23,0,0.63842,23
23,0,0.56152,23
24,0,0.67625,23
24,0,0.77978,23
24,0,0.63097,23
24,0,0.49613,23
24,0,1.2127,23
24,0,0.84723,23
24,0,1.2052,24
24,0,1.3546,24
24,0,0.4201,24
24,0,0.98988,24
0,0,1.1226,0
24,0,0.57943,23
24,0,0.57973,23
24,0,0.73235,23
24,0,1.0478,23
24,0,1.4037,23
24,0,1.4498,23
24,0,1.1958,23
24,0,1.1042,23
24,0,0.68497,23
24,0,0.99082,23
24,0,1.6244,23
24,0,1.904,23
24,0,1.0055,24
24,0,0.45352,23
24,0,0.5464,23
24,0,0.48923,23
24,0,0.3871,23
24,0,0.6141,23
24,0,0.46092,23
24,0,0.74783,23
24,0,0.76778,23
24,0,0.7193,23
24,0,0.77232,23
24,0,0.57037,23
24,0,0.54958,23
24,0,0.6121,23
24,0,0.63327,23
24,0,1.0247,23
0,0,0.73053,0
24,0,0.53205,23
23,0,1.0197,23
23,0,0.6285,23
23,0,0.7513,23
24,0,0.48785,23
24,0,0.67127,23
24,0,0.6842,23
23,0,0.2961,23
23,0,0.45362,23
23,0,0.31568,23
23,0,0.49242,23
23,3,0.91247,23
23,13,1.2995,23
23,31,1.0749,23
24,46,0.67882,24
24,73,0.3934,25
24,98,0.3998,26
24,86,0.83813,26
24,127,1.131,26
25,138,1.2439,27
25,143,1.055,28
25,159,0.63268,28
26,212,0.90028,28
26,362,0.94667,31
26,177,0.63393,29
26,193,0.6506,32
26,196,0.81598,32
27,164,0.77252,29
26,185,0.4739,29
27,197,0.97258,30
27,287,3.0924,31
29,739,2.7087,45
29,842,2.4112,49
30,660,2.529,50
30,853,2.8786,52
30,891,2.7175,53
31,897,2.563,54
31,909,2.3872,55
31,930,2.5181,56
31,937,2.6144,57
31,957,2.642,57
31,959,2.4987,56
32,989,2.6538,58
31,976,2.9036,58
31,977,3.4823,58
31,969,2.6959,57
31,979,2.3796,56
32,966,2.206,57
32,494,2.7255,56
32,1017,2.6062,58
32,748,2.9362,57
32,989,2.7983,57
31,476,2.4024,54
32,845,2.6232,55
33,1103,3.0289,59
33,1045,3.3167,58
33,1002,2.6825,58
32,648,2.7578,52
31,426,2.4974,46
31,421,2.8447,43
31,388,2.1924,43
31,507,2.0537,43
31,384,2.7247,43
31,293,2.5311,41
30,228,2.4488,38
30,196,2.3516,36
29,203,1.5375,35
30,190,1.2764,35
30,170,2.0512,35
29,141,1.5162,34
29,115,1.3999,33
29,176,1.7125,32
29,119,1.478,34
29,216,1.7383,33
29,160,1.7682,33
28,103,1.3647,32
29,65,1.091,29
28,20,0.92193,27
27,3,0.81697,26
27,0,0.9625,25
27,0,1.1335,24
26,0,3.9491,24
26,0,3.7026,25
25,0,3.0588,24
25,0,3.414,24
25,0,3.5576,24
24,0,3.4619,23
24,0,3.4693,23
24,0,3.8201,23
24,0,3.4241,22
23,0,3.0179,22
23,0,3.4725,22
23,0,3.4261,22
23,0,3.4023,22
23,0,3.4848,22
23,0,4.0341,21
23,0,3.5419,21
23,0,2.8006,21
23,0,3.208,21
23,0,3.0224,21
23,0,3.5132,22
23,0,3.6925,22
23,0,3.7994,22
23,0,4.224,22
23,0,3.4625,22
23,0,3.1001,22
23,0,2.758,21
23,0,2.6528,21
23,0,2.8336,21
22,0,2.7148,21
22,0,2.7671,21
22,0,2.6011,21
22,0,2.5973,21
22,0,3.0554,21
0,0,2.6454,0
22,0,2.8475,21
22,0,3.3153,21
22,0,3.2851,22
22,0,3.3612,22
22,0,2.8663,22
22,0,2.7422,22
22,0,3.0012,22
22,0,2.7287,22
22,0,2.842,21
22,0,2.3766,21
22,0,2.6958,21
22,0,2.7004,21
22,0,2.6006,21
22,0,3.0464,21
22,0,3.0924,22
22,0,3.5076,21
22,0,2.9198,21
22,0,3.1865,21
22,0,2.6727,21
22,0,2.9511,21
22,0,3.3448,20
22,0,3.2481,20
22,0,3.2889,21
22,0,3.2341,21
22,0,3.3531,21
22,0,3.381,21
22,0,3.4036,21
22,0,3.2899,21
22,0,3.1364,21
22,0,3.1836,21
22,0,3.6174,21
22,0,3.8051,21
22,0,4.0478,21
22,0,3.7398,22
22,0,3.917,21
22,0,4.105,21
22,0,3.795,22
22,0,3.5991,22
22,0,3.3847,21
22,0,3.5985,22
22,3,3.7159,22
22,10,4.1937,22
22,17,4.2918,22
22,25,3.3542,22
22,22,3.4068,23
22,29,3.3311,23
22,42,3.2586,23
22,51,3.5001,23
23,63,3.3479,24
23,77,3.1216,24
23,86,3.3249,24
23,94,3.1716,25
23,112,2.9536,25
23,143,3.0619,26
24,216,3.3658,27
24,262,3.0739,29
24,306,3.73,30
25,392,3.7297,33
26,421,4.3785,34
26,584,3.617,38
27,446,3.4182,37
27,589,3.6873,38
27,627,4.094,41
27,483,4.4414,39
28,1061,3.223,44
29,832,3.588,50
28,994,3.7207,51
29,627,4.4605,49
29,536,3.5855,43
29,518,3.4005,41
30,668,3.5816,46
30,782,3.4527,47
29,574,3.9735,45
29,341,4.1859,41
30,306,4.1297,38
30,319,3.2014,37
30,275,2.6992,37
29,202,2.6892,35
29,166,2.9672,33
29,169,2.7552,33
29,213,3.3887,33
29,211,2.8137,34
29,194,2.9373,33
29,263,2.7161,34
29,354,2.8401,37
30,385,2.341,39
30,442,2.9767,41
31,435,2.9302,42
31,390,2.1255,43
31,443,2.5651,42
30,448,2.6833,41
30,433,2.0419,40
31,369,2.4718,41
31,271,2.2567,40
31,238,2.3996,38
30,199,2.4257,37
30,175,2.1295,35
30,155,1.9014,35
29,111,2.1775,33
29,83,1.835,31
29,77,1.7943,30
29,71,1.5933,30
28,60,1.437,30
28,43,1.6535,29
28,30,1.4005,29
28,16,1.2476,28
27,7,1.1245,27
27,0,1.2633,26
27,0,1.1168,26
26,0,2.1609,26
26,0,2.3164,26
26,0,2.0034,25
26,0,2.11,25
26,0,1.8329,25
26,0,1.9708,25
26,0,1.7237,24
26,0,1.8006,24
25,0,2.0802,24
25,0,2.3685,23
25,0,2.8328,23
24,0,2.6615,22
24,0,2.6496,23
24,0,2.3119,23
24,0,2.669,23
24,0,2.5309,23
24,0,2.1131,23
24,0,2.5644,23
24,0,3.64,23
24,0,3.7946,23
24,0,3.7981,23
24,0,3.7248,23
24,0,2.9196,23
24,0,3.2521,23
24,0,3.5851,23
24,0,3.8971,23
24,0,4.2127,22
24,0,4.606,22
23,0,4.9423,22
23,0,3.8744,22
24,0,4.4598,22
23,0,4.483,22
24,0,4.5447,22
24,0,4.3993,23
0,0,4.2476,0
24,0,4.4597,23
24,0,4.3669,23
24,0,4.4483,23
24,0,3.2958,23
24,0,2.9325,23
